FbID,CG number,NAME,SYMBOL,HippoRNAi_EggL_Day_1_Egg_Count,HippoRNAi_EggL_Day_1_Egg_Zscore,HippoRNAi_EggL_Day_2_Egg_Count,HippoRNAi_EggL_Day_2_Egg_Zscore,HippoRNAi_EggL_Day_3_Egg_Count,HippoRNAi_EggL_Day_3_Egg_Zscore,HippoRNAi_EggL_Day_4_Egg_Count,HippoRNAi_EggL_Day_4_Egg_Zscore,HippoRNAi_EggL_Day_5_Egg_Count,HippoRNAi_EggL_Day_5_Egg_Zscore,HippoRNAi_EggL_All_Days_Egg_Sum_Count,HippoRNAi_EggL_All_Days_Egg_Sum_Zscore,EggL_Day_1_Egg_Count,EggL_Day_1_Egg_Zscore,EggL_Day_2_Egg_Count,EggL_Day_2_Egg_Zscore,EggL_Day_3_Egg_Count,EggL_Day_3_Egg_Zscore,EggL_Day_4_Egg_Count,EggL_Day_4_Egg_Zscore,EggL_Day_5_Egg_Count,EggL_Day_5_Egg_Zscore,EggL_All_Days_Egg_Sum_Count,EggL_All_Days_Egg_Sum_Zscore,HippoRNAi_Ova_OvarioleNb_Fly_1.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_1.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_2.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_3.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_4.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_5.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_6.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_7.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_8.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_9.2_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.1_Count,HippoRNAi_Ova_OvarioleNb_Fly_10.2_Count,HippoRNAi_Ova_OvarioleNb_Mean_Count,HippoRNAi_Ova_OvarioleNb_Std_Count,HippoRNAi_Ova_OvarioleNb_Mean_Zscore,PIN_betweenness_centrality,PIN_closeness_centrality,PIN_eigenvector_centrality,PIN_degree_centrality,HippoRNAi_Ova_Module,HippoRNAi_EggL_Module,EggL_Module,Core_Module,Meta_Module,HpoOva_Connector,HpoEggL_Connector,EggL_Connector,Core_Connector,FGF_pathway,VEGF_pathway,Toll_pathway,JNK_pathway,EGF_pathway,mTOR_pathway,FOXO_pathway,SHH_pathway,Hippo_pathway,JAK/STAT_pathway,Wnt_pathway,Notch_pathway,TGF B_pathway,MAPK_pathway
FBgn0053236,CG33236,Ste:CG33236,Ste:CG33236,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053237,CG33237,Ste:CG33237,Ste:CG33237,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053238,CG33238,Ste:CG33238,Ste:CG33238,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053239,CG33239,Ste:CG33239,Ste:CG33239,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053240,CG33240,Ste:CG33240,Ste:CG33240,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053241,CG33241,Ste:CG33241,Ste:CG33241,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053242,CG33242,Ste:CG33242,Ste:CG33242,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053243,CG33243,Ste:CG33243,Ste:CG33243,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053244,CG33244,Ste:CG33244,Ste:CG33244,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053245,CG33245,Ste:CG33245,Ste:CG33245,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053246,CG33246,Ste:CG33246,Ste:CG33246,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053247,CG33247,Ste:CG33247,Ste:CG33247,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0053542,CG33542,unpaired 3,upd3,101.0,1.6661,92.0,1.4731,52.0,-0.1161,45.0,1.1047,34.0,1.0532,324.0,4.0063,207.0,2.3374,49.0,0.2593,44.0,0.5363,20.0,-0.8111,26.0,1.2809,346.0,3.8404,22.0,22.0,23.0,24.0,24.0,23.0,20.0,22.0,22.0,24.0,22.0,21.0,18.0,20.0,24.0,23.0,25.0,22.0,19.0,20.0,22.0,1.8637822325921862,1.4142,1.4347272150538916e-05,0.2901798203380709,0.00030515404331412965,0.00037625811306556296,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,0
FBgn0067864,CG12021,Patj,Patj,52.0,0.0202,23.0,-0.7658,4.0,-2.4382,19.0,-0.491,13.0,-1.0333,111.0,-3.0345,140.0,0.7361,38.0,-0.1064,23.0,-0.5679,19.0,-0.9033,28.0,1.572,248.0,0.5903,24.0,21.0,24.0,19.0,19.0,21.0,20.0,23.0,22.0,20.0,19.0,21.0,20.0,20.0,19.0,21.0,19.0,21.0,23.0,21.0,20.85,1.6311119875071336,0.601,0.000987159405120335,0.34895503489918483,0.0025792742283886247,0.0032922584893236764,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0085407,CG34378,PDGF- and VEGF-related factor 3,Pvf3,43.0,-0.2831,48.0,-0.4508,39.0,1.1028,17.0,0.623,8.0,-1.3707,155.0,-0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1406138306385626e-05,0.2721708796920897,0.0001682983130441629,0.0005643871695983443,False,False,False,False,,False,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0085432,CG34403,pangolin,pan,115.0,2.1363,109.0,2.0247,33.0,-1.0353,31.0,0.2455,45.0,2.1461,333.0,4.3038,168.0,1.4053,42.0,0.0266,4.0,-1.5669,30.0,0.1106,3.0,-2.0669,247.0,0.5572,22.0,23.0,23.0,23.0,23.0,21.0,20.0,21.0,22.0,21.0,23.0,20.0,20.0,22.0,21.0,22.0,23.0,21.0,22.0,22.0,21.75,1.0699237552766379,1.2374,0.0017493039426399852,0.3561426955876368,0.002776676863139266,0.00498541999811871,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0086384,CG14228,Merlin,Mer,113.0,2.0691,56.0,0.305,41.0,-0.6482,34.0,0.4296,22.0,-0.1391,266.0,2.0891,104.0,0.5594,44.0,-1.3456,33.0,-0.9966,30.0,0.8108,22.0,-1.2548,233.0,-0.1063,23.0,21.0,23.0,23.0,22.0,22.0,26.0,25.0,18.0,24.0,18.0,22.0,20.0,18.0,20.0,24.0,24.0,15.0,21.0,21.0,21.5,2.7434131641941377,1.3319,0.006702858761277508,0.3749703473346083,0.01202960314872299,0.015896905277020038,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0
FBgn0086785,CG10711,Vacuolar protein sorting 36,Vps36,0.0,-1.7265,0.0,-1.5121,0.0,-2.6317,0.0,-1.657,0.0,-2.3249,0.0,-6.7036,0.0,-2.6099,0.0,-1.3698,0.0,-1.7772,0.0,-2.6546,0.0,-2.5036,0.0,-7.6344,5.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.85,1.268027892769755,-9.7352,1.2745697442505518e-05,0.2731930978793448,0.00012033816904230436,0.0006584516978647353,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0087002,CG11064,apolipophorin,apolpp,87.0,1.1958,87.0,1.3109,62.0,0.3677,31.0,0.2455,11.0,-1.232,278.0,2.4858,140.0,0.7361,46.0,0.1596,12.0,-1.1463,8.0,-1.9172,4.0,-1.9213,210.0,-0.6699,21.0,21.0,18.0,19.0,20.0,18.0,18.0,19.0,20.0,21.0,21.0,19.0,19.0,19.0,21.0,20.0,25.0,22.0,20.0,19.0,20.0,1.654340383737022,0.3122,0.001512598456112891,0.3494174566780805,0.0031507952335631264,0.005737936224249835,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FBgn0243512,CG7850,puckered,puc,150.0,7.0892,57.0,3.2013,31.0,0.4105,30.0,1.5281,3.0,-1.5167,271.0,3.4998,155.0,1.6159,59.0,-0.4867,24.0,-2.2339,34.0,1.0756,23.0,-1.1583,295.0,1.3577,22.0,23.0,21.0,22.0,19.0,24.0,25.0,19.0,24.0,19.0,17.0,17.0,18.0,24.0,22.0,24.0,21.0,23.0,19.0,23.0,21.3,2.53605578553951,0.3904,5.765517171046036e-05,0.30698739499455313,0.0004361316328395897,0.0013169033957294706,False,False,False,False,,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FBgn0250823,CG6963,gilgamesh,gish,25.0,-0.8868,31.0,-0.5062,19.0,-1.7125,16.0,-0.6751,15.0,-0.8346,106.0,-3.1998,84.0,-0.6023,3.0,-1.27,63.0,1.5354,11.0,-1.6407,33.0,2.2998,194.0,-1.2005,22.0,23.0,22.0,23.0,22.0,27.0,24.0,21.0,20.0,21.0,22.0,24.0,26.0,21.0,22.0,19.0,23.0,21.0,24.0,22.0,22.45,1.9049796241485248,1.8423,6.487286118811165e-05,0.29813624473041417,0.0004434799497969701,0.0020694196218605963,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,1,0,0,0
FBgn0259176,CG42281,bunched,bun,82.0,1.0279,82.0,1.1486,36.0,-0.8901,33.0,0.3682,38.0,1.4506,271.0,2.2544,66.0,-0.1768,48.0,-0.5106,17.0,-1.2789,27.0,0.562,25.0,2.3283,183.0,-0.0349,16.5,14.5,13.5,14.0,17.5,17.0,16.0,15.0,15.0,16.0,17.5,18.0,15.5,16.0,14.5,16.5,15.0,16.0,14.0,15.0,15.65,2.304399359975699,-3.0455,9.514298888925322e-05,0.30582132712328525,0.000504999763065625,0.0011287743391966887,True,False,False,False,II,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FBgn0259212,CG42312,canoe,cno,78.0,-0.6211,55.0,2.7627,33.0,0.6265,37.0,3.0138,27.0,1.467,230.0,1.6971,69.0,-0.1657,53.0,-0.8303,59.0,2.5775,32.0,0.9432,27.0,-0.7722,240.0,0.059,19.0,19.0,22.0,18.0,22.0,19.0,20.0,20.0,22.0,18.0,21.0,20.0,22.0,20.0,22.0,19.0,20.0,21.0,19.0,22.0,20.25,1.4095538674570607,-0.1562,0.00032841150281078533,0.33493699364331103,0.0014380083233568395,0.0024456777349261593,False,False,False,False,,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FBgn0259685,CG6383,crumbs,crb,101.0,1.8419,70.0,6.0517,50.0,2.4629,31.0,1.7404,34.0,2.3373,286.0,4.1593,152.0,1.5538,48.0,-1.1166,44.0,0.5155,45.0,1.8037,7.0,-2.7027,296.0,1.3813,18.0,15.0,20.0,21.0,20.0,19.0,20.0,20.0,19.0,18.0,20.0,20.0,19.0,19.0,19.0,18.0,20.0,18.0,18.0,20.0,19.05,1.3168942730211062,-0.7809,0.00019855904360164587,0.32296799858614883,0.0008500763105376353,0.0020694196218605963,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0259794,CG13030,sina homologue,sinah,108.0,2.0171,66.0,0.4508,4.0,-1.3096,43.0,6.4079,23.0,0.2356,244.0,2.1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002673578055061087,0.34179680892565506,0.004748615161895804,0.008277678487442385,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0259817,CG42398,SteXh:CG42398,SteXh:CG42398,49.0,-0.0806,74.0,0.8891,31.0,-1.132,31.0,0.2455,44.0,2.0467,229.0,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0259984,CG7147,kuzbanian,kuz,192.0,4.9898,72.0,0.7514,53.0,2.0677,36.0,4.8504,3.0,-1.9062,356.0,5.3034,51.0,-1.0054,43.0,-1.0016,34.0,1.5084,29.0,0.7627,10.0,-1.3871,167.0,-0.5009,19.0,21.0,21.0,20.0,22.0,21.0,17.0,18.0,19.0,22.0,22.0,21.0,20.0,21.0,19.0,17.0,19.0,20.0,21.0,20.0,20.0,1.521771820505364,0.5994,0.001399778939555465,0.3422404416194387,0.002989334427304406,0.008183613959175995,False,True,False,False,III,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FBgn0260439,CG17291,Protein phosphatase 2A at 29B,Pp2A-29B,109.0,2.0525,61.0,0.2004,52.0,1.9988,30.0,3.5155,36.0,1.6277,288.0,3.4054,71.0,0.0994,45.0,-0.8052,43.0,2.984,42.0,2.0672,39.0,5.7959,240.0,1.625,21.0,21.5,21.0,19.5,20.5,18.5,18.0,20.0,20.5,20.5,18.0,21.0,18.5,20.5,21.5,19.5,19.0,19.0,21.0,21.0,20.0,1.5851878478024344,0.4296,0.0013896584012495954,0.3606978533507015,0.011002016483107549,0.011946195089831623,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0
FBgn0260632,CG6667,dorsal,dl,43.0,-2.2282,91.0,2.7201,25.0,-1.2028,8.0,-1.3451,24.0,0.1496,191.0,-1.1588,166.0,1.3575,72.0,1.024,23.0,-0.5679,45.0,1.4932,34.0,2.4453,340.0,3.6414,19.0,23.0,20.0,19.0,19.0,19.0,19.0,22.0,20.0,24.0,19.0,21.0,18.0,18.0,21.0,20.0,19.0,23.0,21.0,19.0,20.15,1.7252002172135514,0.1061,0.0014360248347926802,0.3389627821644126,0.01194357562058859,0.0067726460351801325,False,True,False,False,III,False,True,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0260941,CG42318,approximated,app,68.0,0.6016,68.0,0.551,38.0,1.0339,21.0,1.513,23.0,0.2356,218.0,1.4515,43.0,-1.1768,83.0,3.1108,32.0,0.1671,31.0,1.3679,38.0,2.5954,227.0,0.9292,18.0,18.0,18.0,19.0,16.0,17.0,19.0,18.0,16.0,16.0,18.0,14.0,20.0,18.0,19.0,20.0,20.0,22.0,17.0,18.0,18.05,1.79105966869954,-0.9055,0.0,0.21995716314212135,2.847015281892817e-06,9.406452826639074e-05,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0260945,CG10967,Autophagy-related 1,Atg1,126.0,2.5058,101.0,1.7652,81.0,1.2868,38.0,0.6751,12.0,-1.1327,358.0,5.1302,164.0,1.3097,98.0,1.8884,38.0,0.2208,24.0,-0.4424,42.0,3.6098,366.0,4.5037,17.0,18.0,20.0,21.0,17.0,19.0,20.0,20.0,18.0,19.0,17.0,19.0,17.0,18.0,19.0,17.0,17.0,17.0,17.0,21.0,18.4,1.4290224851827544,-0.6869,0.00024307177002482583,0.32103140956437154,0.0011194413629237792,0.0027278713197253315,False,True,False,False,III,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0260972,CG8057,alicorn,alc,75.0,0.8493,73.0,0.8015,11.0,-0.8271,24.0,2.1805,17.0,-0.4069,200.0,0.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.681909640512365e-05,0.30162336793147626,0.00039260435804531135,0.0008465807543975168,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0261260,CG42611,Megalin,mgl,50.0,3.0591,65.0,-2.1927,40.0,1.8564,35.0,-1.5965,31.0,-0.3686,221.0,-0.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.710663267593681e-06,0.3023236715632718,0.0003954476777070021,0.00037625811306556296,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0261434,CG9768,huckebein,hkb,102.0,1.6997,77.0,0.9864,24.0,-1.4706,23.0,-0.2455,26.0,0.2583,252.0,1.6263,122.0,0.3059,19.0,-0.7381,45.0,0.5889,23.0,-0.5346,5.0,-1.7758,214.0,-0.5373,20.0,20.0,25.0,20.0,17.0,19.0,20.0,21.0,22.0,22.0,19.0,20.0,21.0,18.0,22.0,21.0,20.0,18.0,20.0,20.0,20.25,1.7434086394791455,0.4684,1.453966013051842e-05,0.27862751439287425,0.00032685751419691915,0.0006584516978647353,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBgn0261445,CG10072,sugarless,sgl,53.0,0.0708,68.0,0.551,3.0,-1.3785,18.0,0.8455,11.0,-1.0495,153.0,-0.3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.699028291625516e-06,0.2772287010074349,0.00019042217823744668,0.00037625811306556296,False,False,False,False,,False,False,False,False,1,0,0,0,0,0,0,1,0,0,1,0,0,0
FBgn0261456,CG11228,hippo,hpo,118.0,3.6624,19.0,-5.1308,51.0,2.5709,35.0,2.5893,21.0,0.7211,244.0,2.3127,184.0,2.2167,50.0,-1.002,37.0,-0.4468,29.0,0.7446,31.0,-0.3861,331.0,2.2077,18.0,19.0,19.0,24.0,24.0,26.0,22.0,23.0,24.0,27.0,22.0,20.0,23.0,30.0,27.0,21.0,21.0,24.0,20.0,28.0,23.1,3.2751054623437215,1.3275,0.0016823082238200044,0.3442286530622671,0.007400051404406441,0.007337033204778478,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0261524,CG12244,licorne,lic,144.0,3.2911,76.0,0.9518,49.0,1.792,26.0,2.6255,22.0,0.1285,317.0,4.2148,137.0,1.243,50.0,-1.002,34.0,-0.8592,41.0,1.5389,19.0,-1.5444,281.0,1.0271,19.0,21.0,21.0,22.0,22.0,21.0,14.0,21.0,18.0,20.0,20.0,21.0,27.0,23.0,23.0,19.0,21.0,22.0,24.0,21.0,21.0,2.5546654946340213,0.9367,9.368104512971324e-05,0.3260027178261015,0.004211104622377693,0.0019753550935942056,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBgn0261526,CG42576,Neurotrophin 1,NT1,38.0,-0.4501,32.0,-0.4737,2.0,-2.5349,0.0,-1.657,2.0,-2.1262,74.0,-4.2575,73.0,-0.8652,22.0,-0.6383,14.0,-1.0411,12.0,-1.5485,1.0,-2.358,122.0,-3.5884,18.0,21.0,16.0,17.0,17.0,17.0,17.0,16.0,19.0,18.0,16.0,18.0,18.0,18.0,16.0,16.0,17.0,16.0,18.0,19.0,17.4,1.313893370663573,-1.3114,2.008854210323507e-06,0.2568908086277093,2.845238450838338e-05,0.00037625811306556296,False,False,False,False,,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBgn0261592,CG10944,Ribosomal protein S6,RpS6,0.0,-8.974,0.0,-9.2968,0.0,-2.9382,0.0,-4.839,0.0,-1.8897,0.0,-8.4153,0.0,-1.5952,0.0,-3.865,0.0,-5.5331,0.0,-1.1749,0.0,-3.3783,0.0,-5.6078,14.0,9.0,15.0,14.0,14.0,23.0,4.0,4.0,14.0,10.0,5.0,11.0,12.0,11.0,14.0,13.0,12.0,17.0,5.0,8.0,11.45,4.740364187652563,-4.7374,0.0014902630348922962,0.3695184784300129,0.11118796012298374,0.012510582259429968,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FBgn0261602,CG1263,Ribosomal protein L8,RpL8,86.0,-0.127,61.0,0.595,29.0,-0.9622,25.0,0.0841,30.0,0.4137,231.0,0.0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00024364569556695493,0.3411666158766897,0.10540561699099343,0.009406452826639074,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FBgn0261617,CG15319,nejire,nej,0.0,-8.974,0.0,-9.2968,0.0,-2.9382,0.0,-4.839,0.0,-1.8897,0.0,-8.4153,0.0,-1.5952,0.0,-3.865,0.0,-5.5331,0.0,-1.1749,0.0,-3.3783,0.0,-5.6078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.6983,0.0014897634048031527,0.3390390539659861,0.002290030701870955,0.007054839619979306,True,True,True,True,IV,False,False,False,False,0,0,0,0,0,0,1,1,0,1,1,1,1,0
FBgn0261854,CG42783,atypical protein kinase C,aPKC,0.0,-4.7429,2.0,-3.4074,0.0,-2.5488,0.0,-2.8075,0.0,-1.7442,2.0,-9.5249,0.0,-3.1045,0.0,-4.3731,0.0,-2.5058,1.0,-2.3627,0.0,-3.7675,1.0,-4.785,18.0,24.0,21.0,17.0,22.0,27.0,21.0,23.0,24.0,25.0,24.0,20.0,23.0,20.0,20.0,21.0,23.0,21.0,20.0,26.0,22.0,2.5751852258368566,0.7549,0.0005466208768856486,0.3306943603758657,0.0014420564646846048,0.0038566456589220212,False,True,False,False,III,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0261873,CG32717,stardust,sdt,106.0,2.3774,15.0,-6.0078,56.0,3.111,37.0,3.0138,26.0,1.3427,240.0,2.1368,153.0,1.5745,36.0,-1.8037,23.0,-2.3713,48.0,2.0023,12.0,-2.22,272.0,0.8146,18.0,20.0,19.0,22.0,20.0,18.0,19.0,18.0,21.0,21.0,18.0,16.0,22.0,20.0,18.0,19.0,19.0,17.0,16.0,21.0,19.1,1.7740824166460336,-0.7549,0.0003923181624183503,0.3375633198856733,0.0019582492242464287,0.0018812905653278148,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0261885,CG7467,osa,osa,1.0,-4.2806,20.0,-2.3092,10.0,-2.1048,3.0,-1.7654,17.0,-0.1584,51.0,-5.2348,63.0,-2.124,65.0,0.3151,26.0,-1.1543,11.0,-0.9813,10.0,-1.3319,175.0,-2.2058,16.0,18.0,19.0,19.0,13.0,14.0,14.0,15.0,14.0,15.0,16.0,15.0,15.0,15.0,14.0,15.0,15.0,16.0,13.0,14.0,15.25,1.7129537431920894,-2.7592,0.00020352077635951322,0.3243186227307851,0.001364568378825908,0.003386323017590067,True,True,False,False,VII,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FBgn0261988,CG17998,G protein-coupled receptor kinase 2,Gprk2,0.0,-8.974,1.0,-9.0776,1.0,-2.8302,0.0,-4.839,2.0,-1.641,4.0,-8.2395,6.0,-1.4709,0.0,-3.865,0.0,-5.5331,0.0,-1.1749,2.0,-3.1853,8.0,-5.4189,20.0,18.0,19.0,17.0,20.0,19.0,16.0,20.0,22.0,24.0,20.0,19.0,19.0,18.0,21.0,19.0,20.0,21.0,18.0,22.0,19.6,1.8467610337532774,-0.4946,0.0007138519923933157,0.3178005884605238,0.0026166695166082487,0.003950710187188411,False,True,True,False,V,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBgn0262029,CG42840,dachs,d,0.0,-1.7265,60.0,0.4348,9.0,-2.1963,20.0,-0.4296,13.0,-1.0333,102.0,-3.332,105.0,-0.1004,69.0,0.9243,15.0,-0.9885,20.0,-0.8111,3.0,-2.0669,212.0,-0.6036,20.0,23.0,22.0,25.0,21.0,26.0,24.0,20.0,21.0,20.0,22.0,21.0,17.0,19.0,22.0,21.0,20.0,21.0,22.0,21.0,21.4,2.0365088806711915,1.2714,0.00034707546292553164,0.3196110887826625,0.0023258999028499677,0.0032922584893236764,False,True,False,False,III,False,True,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FBgn0262114,CG42236,Ran-binding protein M,RanBPM,72.0,0.7432,38.0,-0.9518,3.0,-1.3785,24.0,2.1805,20.0,-0.0857,157.0,-0.2512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25233892803825e-07,0.2572354014396337,0.00016160537112633018,0.00037625811306556296,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBgn0262127,CG33967,kibra,kibra,78.0,-0.6211,22.0,-4.473,52.0,2.6789,26.0,0.6792,20.0,0.5967,198.0,0.2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892831952225489e-05,0.31159460928913296,0.0010362771852570364,0.0015990969805286426,False,False,False,False,,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0
